User_ID,Age,Country,ISBN,Title,Author,Main_Genres,Genres,Age_Group
62881,39, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
62891,27, usa,812505166,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
62895,39, united kingdom,6550924,Seven Years In Tibet,Heinrich Harrer,Sports,Active Outdoor Pursuits,Adult (30-59)
63004,44, usa,312261780,Looking for Alaska,John Green,Teen & Young Adult,Romance,Adult (30-59)
63360,29, usa,1573226122,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
63394,22, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
63625,15, usa,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Teens (12-17)
63709,41, usa,156012197,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Adult (30-59)
63829,20, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Young Adult (18-29)
63949,19, usa,812505042,The Time Machine,H. G. Wells,Literature & Fiction,Classic Fiction,Young Adult (18-29)
64247,27, usa,039701001X,Alive: The Story of the Andes Survivors,Piers Paul Read,Sports,Active Outdoor Pursuits,Young Adult (18-29)
64333,27, france,393310396,Letters to a Young Poet,Rainer Maria Rilke,Reference,Library & Information Science,Young Adult (18-29)
64531,30, usa,078670621X,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,"Sciences, Technology & Medicine",Transportation & Automotive,Adult (30-59)
64943,33, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
64946,34, usa,385508719,Every Second Counts,Lance Armstrong,Sports,Cycling,Adult (30-59)
65032,17, usa,140328696,Charlie and the Chocolate Factory,Roald Dahl,Children's Books,Fantasy,Teens (12-17)
65207,20, usa,1573226122,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
65238,31, usa,451520092,Frankenstein,Mary Shelley,"Fantasy, Horror & Science Fiction",Horror,Adult (30-59)
65258,42, usa,697121348,Human Anatomy and Physiology,Rahul Phate,Science & Mathematics,Biology & Life Sciences,Adult (30-59)
65663,32, usa,439228913,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Adult (30-59)
66574,27, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
66680,67, usa,440477093,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Senior (60+)
66942,31, malaysia,43510744,Metamorphosis,Franz Kafka,Literature & Fiction,Classic Fiction,Adult (30-59)
66942,31, malaysia,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
66942,31, malaysia,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
66945,26, usa,440419468,Holes,Louis Sachar,Children's Books,Crime & Thriller,Young Adult (18-29)
66956,37, usa,312241356,"And the Band Played On: Politics, People, and the AIDS Epidemic",Randy Shilts,Medicine & Health Sciences,Administration & Policy,Adult (30-59)
67174,20, usa,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Young Adult (18-29)
67547,42, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
67840,50, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Adult (30-59)
67840,50, usa,670031569,The Art of War,Lionel Giles translator,History,Ancient,Adult (30-59)
68436,49, usa,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Adult (30-59)
69042,55, canada,812551508,Frankenstein,Mary Shelley,"Fantasy, Horror & Science Fiction",Horror,Adult (30-59)
69078,42, usa,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Adult (30-59)
69078,42, usa,394810112,Charlie and the Chocolate Factory,Roald Dahl,Children's Books,Fantasy,Adult (30-59)
69078,42, usa,553210939,Crime and Punishment,Fyodor Dostoevsky,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
69405,36, netherlands,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
69460,36, poland,140135154,Ways of Seeing,John Berger,"Arts, Film & Photography",Theory & Criticism,Adult (30-59)
69697,24, usa,1551669463,The Italian,T L Swan,Romance,Multicultural & Interracial,Young Adult (18-29)
69971,43, usa,345434498,Hostage,Piper Stone,Romance,Mafia Romance,Adult (30-59)
69971,43, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Adult (30-59)
70138,28, canada,553212583,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
70192,61, usa,425080021,Dune,Frank Herbert,"Fantasy, Horror & Science Fiction",Fantasy,Senior (60+)
70477,31, usa,940368560,The Qur'an,M A S Abdel Haleem,Religion,Islam,Adult (30-59)
70947,58, usa,2877142639,Crime and Punishment,Fyodor Dostoevsky,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
70999,57, usa,440419468,Holes,Louis Sachar,Children's Books,Crime & Thriller,Adult (30-59)
70999,57, usa,158788500X,Hostage,Piper Stone,Romance,Mafia Romance,Adult (30-59)
71188,26, usa,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Young Adult (18-29)
71470,62, canada,394404289,The Prophet,Kahlil Gibran,Literature & Fiction,Classic Fiction,Senior (60+)
71662,22, usa,425064344,Dune,Frank Herbert,"Fantasy, Horror & Science Fiction",Fantasy,Young Adult (18-29)
72222,22, germany,3518366823,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Young Adult (18-29)
72368,15, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Teens (12-17)
72882,64, usa,1577311523,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,Religion,New Age & Spirituality,Senior (60+)
73045,18, canada,425080021,Dune,Frank Herbert,"Fantasy, Horror & Science Fiction",Fantasy,Young Adult (18-29)
73394,33, usa,440419468,Holes,Louis Sachar,Children's Books,Crime & Thriller,Adult (30-59)
73394,33, usa,743476530,Identity,Alexia Mantzouranis,Romance,New Adult & College,Adult (30-59)
73394,33, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
73588,38, usa,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Adult (30-59)
73681,27, portugal,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
73681,27, portugal,1570629706,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Young Adult (18-29)
73923,29, usa,553212583,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
74056,24, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Young Adult (18-29)
74286,23, usa,553212583,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
74358,34, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Adult (30-59)
74689,39, usa,140328696,Charlie and the Chocolate Factory,Roald Dahl,Children's Books,Fantasy,Adult (30-59)
74689,39, usa,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Adult (30-59)
74833,35, germany,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
75585,38, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
75591,33, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
75749,18, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Young Adult (18-29)
76352,58, usa,380769530,Untamed,Glennon Doyle,Reference,Library & Information Science,Adult (30-59)
76352,58, usa,380808331,The Marriage Contract,Tara Ahmed,Romance,Love Triangle,Adult (30-59)
76352,58, usa,425067645,Icebreaker,HANNAH GRACE,Sports,Winter Sports,Adult (30-59)
76352,58, usa,590433466,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
76352,58, usa,812510453,Chaos,James Gleick,Science & Mathematics,Mathematics,Adult (30-59)
76626,38, united kingdom,006440188X,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
76626,38, united kingdom,156012197,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Adult (30-59)
76626,38, united kingdom,416101607,Macbeth,William Shakespeare,Literature & Fiction,Classic Fiction,Adult (30-59)
76626,38, united kingdom,747545111,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,Children's Books,Fantasy,Adult (30-59)
76626,38, united kingdom,747545774,Harry Potter and the Chamber of Secrets,J.K. Rowling,Children's Books,Fantasy,Adult (30-59)
76626,38, united kingdom,185549860X,Harry Potter and the Philosopher's Stone,J.K. Rowling,Children's Books,Fantasy,Adult (30-59)
76660,20, usa,553212583,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
76888,19, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
76888,19, usa,553212583,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
77181,33, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Adult (30-59)
77181,33, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
77282,37, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
77809,29, usa,425080021,Dune,Frank Herbert,"Fantasy, Horror & Science Fiction",Fantasy,Young Adult (18-29)
77860,33, usa,439099390,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
77868,50, usa,553351397,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,Religion,Buddhism,Adult (30-59)
78498,9, australia,006440188X,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",
78553,40, usa,006440188X,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
78553,40, usa,425064344,Dune,Frank Herbert,"Fantasy, Horror & Science Fiction",Fantasy,Adult (30-59)
78733,20, usa,425054713,Dune,Frank Herbert,"Fantasy, Horror & Science Fiction",Fantasy,Young Adult (18-29)
78783,49, usa,078670621X,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,"Sciences, Technology & Medicine",Transportation & Automotive,Adult (30-59)
78783,49, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
78783,49, usa,821763105,Untamed,Glennon Doyle,Reference,Library & Information Science,Adult (30-59)
78834,28, usa,156787334,A Room of One's Own,Virginia Woolf,Literature & Fiction,Essays,Young Adult (18-29)
78834,28, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
78834,28, usa,440419468,Holes,Louis Sachar,Children's Books,Crime & Thriller,Young Adult (18-29)
78834,28, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Young Adult (18-29)
78834,28, usa,805003614,Conundrum,Chandrachur Ghose & Anuj Dhar,"Biographies, Diaries & True Accounts",True Accounts,Young Adult (18-29)
79186,37, usa,375815260,Charlie and the Chocolate Factory,Roald Dahl,Children's Books,Fantasy,Adult (30-59)
79186,37, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
79441,43, canada,425080021,Dune,Frank Herbert,"Fantasy, Horror & Science Fiction",Fantasy,Adult (30-59)
79441,43, canada,517025302,Relativity: The Special and the General Theory,Albert Einstein,Science & Mathematics,Mathematics,Adult (30-59)
79523,22, usa,590433466,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Young Adult (18-29)
79942,26, australia,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Young Adult (18-29)
80071,28, usa,030681076X,The Art of War,Lionel Giles translator,History,Ancient,Young Adult (18-29)
80071,28, usa,451527100,The Communist Manifesto,Karl Marx,Business & Economics,Economics,Young Adult (18-29)
80135,29, malaysia,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Young Adult (18-29)
80538,32, portugal,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
80683,27, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
80683,27, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Young Adult (18-29)
80683,27, usa,812504577,Frankenstein,Mary Shelley,"Fantasy, Horror & Science Fiction",Horror,Young Adult (18-29)
80723,29, usa,553225103,Zen in the Martial Arts,Joe Hyams,Religion,Buddhism,Young Adult (18-29)
80908,30, spain,8401469317,Dune,Frank Herbert,"Fantasy, Horror & Science Fiction",Fantasy,Adult (30-59)
81207,20, portugal,156787334,A Room of One's Own,Virginia Woolf,Literature & Fiction,Essays,Young Adult (18-29)
81207,20, portugal,425080021,Dune,Frank Herbert,"Fantasy, Horror & Science Fiction",Fantasy,Young Adult (18-29)
81207,20, portugal,1570629706,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Young Adult (18-29)
81492,28, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Young Adult (18-29)
81609,57, usa,440419468,Holes,Louis Sachar,Children's Books,Crime & Thriller,Adult (30-59)
81848,35, usa,812505166,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Adult (30-59)
81889,62, usa,1570621608,When Things Fall Apart: Heart Advice for Difficult Times,Pema Chodron,Religion,Buddhism,Senior (60+)
81977,34, usa,416101607,Macbeth,William Shakespeare,Literature & Fiction,Classic Fiction,Adult (30-59)
82673,23, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
82808,24, australia,743477103,Macbeth,William Shakespeare,Literature & Fiction,Classic Fiction,Young Adult (18-29)
82831,21, usa,006440188X,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Young Adult (18-29)
82831,21, usa,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Young Adult (18-29)
82831,21, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Young Adult (18-29)
82893,40, usa,425067645,Icebreaker,HANNAH GRACE,Sports,Winter Sports,Adult (30-59)
82893,40, usa,449214923,Think and Grow Rich,Napoleon Hill,Business & Economics,Economics,Adult (30-59)
82893,40, usa,877734526,The Art of War,Lionel Giles translator,History,Ancient,Adult (30-59)
83251,26, canada,812505018,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Young Adult (18-29)
83431,35, canada,1573226122,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
83587,16, usa,553212583,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Teens (12-17)
83637,57, usa,156012197,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Adult (30-59)
84831,7, germany,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,
85112,34, canada,563122447,Ways of Seeing,John Berger,"Arts, Film & Photography",Theory & Criticism,Adult (30-59)
85280,38, usa,039300158X,Letters to a Young Poet,Rainer Maria Rilke,Reference,Library & Information Science,Adult (30-59)
85409,29, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Young Adult (18-29)
85424,22, canada,156465116,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Young Adult (18-29)
85426,23, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
85426,23, usa,425080021,Dune,Frank Herbert,"Fantasy, Horror & Science Fiction",Fantasy,Young Adult (18-29)
85426,23, usa,440226198,The Gift of Fear,Gavin de Becker,Society & Social Sciences,Social Welfare & Social Services,Young Adult (18-29)
85526,36, canada,618249060,Silent Spring,Rachel Carson,"Crafts, Home & Lifestyle",Gardening & Landscape Design,Adult (30-59)
85616,25, usa,1566190916,Frankenstein,Mary Shelley,"Fantasy, Horror & Science Fiction",Horror,Young Adult (18-29)
85701,37, usa,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Adult (30-59)
85851,41, usa,1577311523,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,Religion,New Age & Spirituality,Adult (30-59)
85872,36, australia,670848549,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
86202,26, australia,670848549,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Young Adult (18-29)
86242,24, usa,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Young Adult (18-29)
86242,24, usa,440226198,The Gift of Fear,Gavin de Becker,Society & Social Sciences,Social Welfare & Social Services,Young Adult (18-29)
86276,16, singapore,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Teens (12-17)
86392,25, canada,553351702,The Book of Five Rings,Miyamoto Musashi,Sports,Combat Sports & Self-Defence,Young Adult (18-29)
86518,29, usa,006440188X,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Young Adult (18-29)
86965,35, canada,553351397,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,Religion,Buddhism,Adult (30-59)
87555,31, usa,140209158,The Communist Manifesto,Karl Marx,Business & Economics,Economics,Adult (30-59)
87555,31, usa,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Adult (30-59)
87555,31, usa,312261780,Looking for Alaska,John Green,Teen & Young Adult,Romance,Adult (30-59)
87555,31, usa,395683297,Silent Spring,Rachel Carson,"Crafts, Home & Lifestyle",Gardening & Landscape Design,Adult (30-59)
87555,31, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
87555,31, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Adult (30-59)
87555,31, usa,553212583,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Adult (30-59)
87555,31, usa,553351397,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,Religion,Buddhism,Adult (30-59)
87555,31, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
87555,31, usa,876120796,Autobiography of a Yogi,Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Adult (30-59)
87712,19, canada,1551922444,Harry Potter and the Chamber of Secrets,J.K. Rowling,Children's Books,Fantasy,Young Adult (18-29)
87746,52, usa,156787334,A Room of One's Own,Virginia Woolf,Literature & Fiction,Essays,Adult (30-59)
87746,52, usa,312241356,"And the Band Played On: Politics, People, and the AIDS Epidemic",Randy Shilts,Medicine & Health Sciences,Administration & Policy,Adult (30-59)
87746,52, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Adult (30-59)
87746,52, usa,880299185,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Adult (30-59)
87746,52, usa,1570621608,When Things Fall Apart: Heart Advice for Difficult Times,Pema Chodron,Religion,Buddhism,Adult (30-59)
87929,25, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Young Adult (18-29)
87974,25, usa,312241356,"And the Band Played On: Politics, People, and the AIDS Epidemic",Randy Shilts,Medicine & Health Sciences,Administration & Policy,Young Adult (18-29)
87974,25, usa,393310396,Letters to a Young Poet,Rainer Maria Rilke,Reference,Library & Information Science,Young Adult (18-29)
88122,30, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
88170,38, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Adult (30-59)
88283,24, germany,3518366823,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Young Adult (18-29)
88412,36, canada,425080021,Dune,Frank Herbert,"Fantasy, Horror & Science Fiction",Fantasy,Adult (30-59)
88693,30, china,440226198,The Gift of Fear,Gavin de Becker,Society & Social Sciences,Social Welfare & Social Services,Adult (30-59)
88976,43, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
89179,31, italy,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
89551,29, usa,812505166,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
90137,40, usa,679722971,Zen in the Art of Archery,Eugen Herrigel,Sports,Combat Sports & Self-Defence,Adult (30-59)
90471,31, usa,1577311523,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,Religion,New Age & Spirituality,Adult (30-59)
90839,36, germany,3518366823,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Adult (30-59)
91100,33, usa,140441409,Meditations (Penguin Classics),Marcus Aurelius,History,Ancient,Adult (30-59)
91130,39, usa,345434498,Hostage,Piper Stone,Romance,Mafia Romance,Adult (30-59)
91184,31, malaysia,394404289,The Prophet,Kahlil Gibran,Literature & Fiction,Classic Fiction,Adult (30-59)
91203,30, united kingdom,948524588,Invincible,Amy Lawrence,Sports,Sporting Events & Organisations,Adult (30-59)
91342,29, qatar,380769530,Untamed,Glennon Doyle,Reference,Library & Information Science,Young Adult (18-29)
91449,34, united kingdom,6550924,Seven Years In Tibet,Heinrich Harrer,Sports,Active Outdoor Pursuits,Adult (30-59)
91931,40, canada,006440188X,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
91931,40, canada,140328696,Charlie and the Chocolate Factory,Roald Dahl,Children's Books,Fantasy,Adult (30-59)
91931,40, canada,156787334,A Room of One's Own,Virginia Woolf,Literature & Fiction,Essays,Adult (30-59)
92316,19, usa,425067645,Icebreaker,HANNAH GRACE,Sports,Winter Sports,Young Adult (18-29)
92399,17, usa,451527100,The Communist Manifesto,Karl Marx,Business & Economics,Economics,Teens (12-17)
92405,26, germany,373218435,Untamed,Glennon Doyle,Reference,Library & Information Science,Young Adult (18-29)
92547,29, usa,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Young Adult (18-29)
92648,41, canada,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Adult (30-59)
93047,52, usa,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Adult (30-59)
93047,52, usa,385318928,Hostage,Piper Stone,Romance,Mafia Romance,Adult (30-59)
93047,52, usa,385488181,Eiger Dreams: Ventures Among Men and Mountains,Jon Krakauer,Sports,Active Outdoor Pursuits,Adult (30-59)
93047,52, usa,440977096,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
93047,52, usa,743476530,Identity,Alexia Mantzouranis,Romance,New Adult & College,Adult (30-59)
93085,34, usa,440977096,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
93085,34, usa,553270435,The Power of Your Subconscious Mind,Joseph Murphy,Business & Economics,Economics,Adult (30-59)
93230,61, usa,345434498,Hostage,Piper Stone,Romance,Mafia Romance,Senior (60+)
93363,30, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
93426,35, usa,425080021,Dune,Frank Herbert,"Fantasy, Horror & Science Fiction",Fantasy,Adult (30-59)
94347,44, usa,312261780,Looking for Alaska,John Green,Teen & Young Adult,Romance,Adult (30-59)
94378,42, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
94547,23, australia,192815725,The Italian,T L Swan,Romance,Multicultural & Interracial,Young Adult (18-29)
94639,18, usa,1573226122,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
94815,30, switzerland,156012197,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Adult (30-59)
94923,40, usa,1558177698,Insatiable,Meg Cabot,Romance,Love Triangle,Adult (30-59)
94951,37, usa,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Adult (30-59)
94985,39, spain,743477103,Macbeth,William Shakespeare,Literature & Fiction,Classic Fiction,Adult (30-59)
95037,35, usa,425051900,The Time Machine,H. G. Wells,Literature & Fiction,Classic Fiction,Adult (30-59)
95210,27, usa,553212583,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
95353,59, canada,962539627,Originals,Adam Grant,Reference,Library & Information Science,Adult (30-59)
95359,33, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
95359,33, usa,425080021,Dune,Frank Herbert,"Fantasy, Horror & Science Fiction",Fantasy,Adult (30-59)
95359,33, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Adult (30-59)
95359,33, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
95506,42, united kingdom,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Adult (30-59)
95554,36, usa,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Adult (30-59)
95586,36, united kingdom,425080021,Dune,Frank Herbert,"Fantasy, Horror & Science Fiction",Fantasy,Adult (30-59)
95866,24, france,2266003542,Frankenstein,Mary Shelley,"Fantasy, Horror & Science Fiction",Horror,Young Adult (18-29)
95903,27, usa,812551508,Frankenstein,Mary Shelley,"Fantasy, Horror & Science Fiction",Horror,Young Adult (18-29)
95914,41, usa,156787334,A Room of One's Own,Virginia Woolf,Literature & Fiction,Essays,Adult (30-59)
95932,36, usa,440226198,The Gift of Fear,Gavin de Becker,Society & Social Sciences,Social Welfare & Social Services,Adult (30-59)
96357,31, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
96357,31, usa,055321196X,Metamorphosis,Franz Kafka,Literature & Fiction,Classic Fiction,Adult (30-59)
96357,31, usa,671722751,Macbeth,William Shakespeare,Literature & Fiction,Classic Fiction,Adult (30-59)
96357,31, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
97179,40, united kingdom,449214923,Think and Grow Rich,Napoleon Hill,Business & Economics,Economics,Adult (30-59)
97318,35, usa,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Adult (30-59)
97324,29, portugal,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
97330,24, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
98391,52, usa,446609242,Fool Me Twice,Nona Uppal,Romance,Contemporary,Adult (30-59)
98391,52, usa,821772198,As Good As Dead,Holly Jackson,Children's Books,Crime & Thriller,Adult (30-59)
98391,52, usa,1551669463,The Italian,T L Swan,Romance,Multicultural & Interracial,Adult (30-59)
